record_id,accident_year,age_of_casualty,speed_limit,hour,sex_of_casualty,casualty_severity,road_type,junction_detail,light_conditions,road_surface_conditions
201601ZD305981,2016,55,30.0,14,1,3,6,6,1,1
201601ZD306141,2016,33,30.0,22,1,3,6,3,1,1
201601ZD306421,2016,35,30.0,8,2,3,1,1,1,1
201601ZD306481,2016,13,30.0,20,1,3,6,3,1,1
201601ZD306551,2016,28,30.0,1,1,3,6,3,4,1
201601ZD306561,2016,-1,30.0,18,1,3,6,0,1,1
201601ZD306841,2016,23,30.0,17,2,3,6,3,1,1
201601ZD306931,2016,-1,30.0,15,1,3,6,0,1,1
201601ZD307131,2016,13,20.0,18,1,3,6,3,1,1
201601ZD307251,2016,22,20.0,10,1,3,6,0,1,1
201601ZD307271,2016,-1,30.0,16,1,3,6,3,1,1
201601ZD307311,2016,15,30.0,18,1,3,6,3,1,1
201601ZD307492,2016,33,30.0,14,1,3,6,3,1,1
201601ZD307891,2016,72,30.0,16,1,3,6,0,1,1
201601ZD309881,2016,23,30.0,18,1,3,6,0,1,1
201601ZT800011,2016,29,30.0,18,1,2,1,2,4,1
201601ZT800161,2016,-1,30.0,13,1,3,6,3,1,1
201601ZT800201,2016,30,30.0,17,1,3,6,3,4,1
201601ZT800221,2016,77,30.0,15,1,3,6,3,1,1
201601ZT800261,2016,37,30.0,13,1,2,6,0,1,1
201601ZT800681,2016,47,30.0,23,1,3,6,3,4,1
201601ZT800731,2016,57,30.0,8,1,3,6,3,1,1
201601ZT800891,2016,32,30.0,8,1,3,6,1,1,1
201601ZT801061,2016,25,30.0,14,1,3,1,1,1,2
201601ZT801201,2016,51,30.0,15,1,3,6,6,1,1
201601ZT801511,2016,57,30.0,18,1,3,6,3,7,1
201601ZT801691,2016,43,30.0,10,1,3,6,1,1,1
201601ZT801731,2016,38,30.0,9,1,3,6,3,1,1
201601ZT802271,2016,13,30.0,13,1,3,6,3,1,1
201601ZT802311,2016,44,30.0,18,1,3,6,9,1,1
201601ZT802321,2016,48,30.0,21,2,2,6,8,4,2
201601ZT802341,2016,30,30.0,7,1,3,6,6,1,1
201601ZT803011,2016,76,30.0,8,1,3,6,0,1,1
201601ZT803012,2016,71,30.0,8,1,3,6,0,1,1
20164800388101,2016,29,20.0,17,1,3,2,3,1,1
20164800389841,2016,36,20.0,1,1,3,2,3,4,2
20164800390331,2016,19,20.0,9,1,3,6,3,1,2
20164800390651,2016,30,30.0,17,1,3,3,0,4,1
20164800405771,2016,30,20.0,16,1,3,6,3,4,1
20164800450191,2016,22,20.0,13,2,3,2,3,1,1
20164800485901,2016,40,20.0,10,1,3,6,6,1,1
20164800485981,2016,35,30.0,18,1,3,3,0,1,1
20164800487081,2016,39,20.0,18,1,3,6,6,1,1
20164800489941,2016,43,20.0,19,1,3,6,0,4,2
20164800492941,2016,35,20.0,11,2,3,2,3,1,1
20164800503041,2016,30,20.0,18,2,3,2,3,1,1
20164800503611,2016,53,20.0,6,1,2,6,3,1,1
20164800515241,2016,34,20.0,8,1,3,6,7,1,1
20164800525491,2016,33,20.0,19,2,3,3,0,4,1
20164800526921,2016,30,20.0,17,1,3,6,3,1,1
20164800555681,2016,28,20.0,18,1,3,6,3,4,1
20164800571631,2016,39,20.0,17,2,3,6,6,4,1
20164800577281,2016,31,20.0,17,1,3,6,3,1,1
20164800577471,2016,38,20.0,7,1,3,2,3,1,1
20164800578401,2016,40,20.0,13,1,3,6,6,1,1
20164800583841,2016,25,20.0,13,1,3,6,6,1,1
20164800584131,2016,37,20.0,21,2,3,6,0,4,1
20164800584341,2016,31,20.0,18,1,3,6,3,4,1
20164800601771,2016,59,20.0,20,1,3,3,6,4,1
20164800610191,2016,27,20.0,9,1,2,3,6,1,1
20164800610541,2016,50,20.0,10,1,3,6,1,1,1
20164800614001,2016,34,20.0,8,1,3,6,3,1,1
20164800614181,2016,26,20.0,6,1,3,6,6,1,1
20164800615491,2016,40,20.0,11,2,3,6,3,1,1
20164800624561,2016,40,20.0,17,1,2,6,9,1,1
20164800627371,2016,49,20.0,8,1,3,6,3,1,1
20164800632571,2016,33,20.0,7,1,3,6,3,1,1
20164800639271,2016,42,20.0,9,1,3,6,2,1,1
20164800649741,2016,24,20.0,9,1,2,6,0,1,1
20164800666591,2016,32,20.0,23,1,3,6,3,4,1
20164800667881,2016,29,20.0,14,1,3,6,3,1,1
20164800671441,2016,31,20.0,14,1,3,6,3,1,1
20164800687531,2016,41,20.0,18,1,3,6,3,1,1
20164800691121,2016,47,20.0,7,1,3,6,3,1,2
20164800692491,2016,68,20.0,17,1,3,6,3,1,1
20164800699751,2016,28,20.0,9,1,2,6,6,1,1
20164800704561,2016,57,20.0,19,1,3,6,6,1,1
20164800707811,2016,23,20.0,17,1,3,6,3,1,2
20164800718271,2016,31,20.0,8,2,3,6,3,1,1
20164800748561,2016,53,20.0,18,1,3,6,3,1,1
20164800763441,2016,30,20.0,14,2,3,6,3,1,1
20164800763571,2016,45,20.0,16,1,2,6,6,1,1
20164800764251,2016,29,20.0,9,1,3,6,3,1,1
20164800779211,2016,28,20.0,0,1,3,6,0,4,1
20164800784161,2016,50,20.0,20,1,3,6,3,1,2
20164800797011,2016,37,20.0,9,2,3,6,3,1,2
20164800798031,2016,23,20.0,9,1,3,6,6,1,1
20164800805231,2016,59,20.0,7,1,3,6,3,1,1
20164800812551,2016,34,30.0,8,1,3,6,6,1,1
20164800819361,2016,34,20.0,8,1,3,6,3,1,1
20164800823221,2016,37,20.0,7,1,3,6,3,1,1
20164800823501,2016,31,20.0,16,2,3,6,6,1,2
20164800830201,2016,40,20.0,9,1,2,6,3,1,1
20164800830311,2016,40,20.0,19,2,2,6,6,1,1
20164800837771,2016,37,20.0,8,2,3,6,3,1,1
20164800838011,2016,30,20.0,23,1,3,6,6,4,2
20164800843531,2016,23,20.0,13,1,3,6,3,1,1
20164800849521,2016,49,20.0,16,1,3,6,6,1,1
20164800858071,2016,55,20.0,18,1,3,6,6,1,2
20164800862401,2016,32,20.0,8,1,3,6,3,1,1
20164800871841,2016,24,20.0,20,1,3,3,0,1,1
20164800871901,2016,30,20.0,17,1,3,6,3,1,1
20164800881951,2016,30,20.0,20,1,3,6,3,1,1
20164800903041,2016,51,20.0,16,1,3,6,3,1,1
20164800907191,2016,48,20.0,7,1,2,6,6,1,1
20164800908031,2016,36,30.0,18,1,3,6,3,1,1
20164800933891,2016,46,20.0,8,2,3,6,7,1,1
20164800935311,2016,42,20.0,6,1,3,6,3,1,1
20164800944521,2016,30,20.0,16,2,3,2,3,1,1
20164800955072,2016,32,20.0,17,2,3,6,3,1,1
20164800965221,2016,30,20.0,8,1,3,6,6,1,1
20164800979551,2016,24,20.0,19,1,3,6,3,1,1
20164800982391,2016,21,20.0,18,1,3,6,6,1,1
20164800983961,2016,26,20.0,19,1,3,6,6,1,1
20164801001251,2016,23,30.0,18,1,3,3,0,1,1
20164801005211,2016,45,20.0,18,1,3,2,3,1,1
20164801009051,2016,46,20.0,18,1,2,6,7,1,1
20164801026641,2016,35,20.0,22,1,3,6,0,1,1
20164801027311,2016,32,20.0,18,1,3,6,0,1,1
20164801037161,2016,51,20.0,4,1,3,6,3,4,1
20164801037851,2016,39,20.0,22,1,3,6,3,4,1
20164801059221,2016,38,30.0,8,1,3,6,3,1,1
20164801064661,2016,30,20.0,21,1,3,6,6,4,1
20164801077471,2016,43,20.0,18,2,3,6,0,1,1
20164801083861,2016,44,20.0,12,1,3,6,3,1,1
20164801086461,2016,25,20.0,11,1,3,6,3,1,1
20164801160201,2016,27,30.0,18,2,2,6,0,1,1
20164801160591,2016,34,20.0,5,2,3,6,3,4,1
20164801180521,2016,29,30.0,10,1,3,3,3,1,1
20164801181211,2016,25,20.0,16,1,3,6,6,1,1
20164801187081,2016,42,20.0,19,1,3,3,3,1,1
20164801188031,2016,23,20.0,17,1,2,6,3,1,1
20164801191541,2016,55,20.0,9,1,3,6,3,1,1
20164801191811,2016,19,20.0,12,1,3,6,7,1,1
20164801192821,2016,25,20.0,18,1,2,6,3,1,1
20164801194011,2016,58,20.0,18,2,3,6,3,1,1
20164801194331,2016,30,20.0,7,1,3,6,6,1,1
20164801194891,2016,36,20.0,9,1,3,6,6,1,1
20164801197141,2016,52,20.0,8,1,3,6,3,1,2
20164801197211,2016,22,20.0,15,1,3,3,3,1,1
20164801202611,2016,38,30.0,8,1,3,3,0,1,1
20164801208511,2016,38,20.0,14,1,3,6,6,1,1
20164801223691,2016,40,20.0,8,1,3,6,6,1,1
20164801258591,2016,36,20.0,13,1,3,6,3,1,1
20164801259591,2016,47,20.0,12,1,3,3,6,1,1
20164801260601,2016,42,20.0,16,1,3,6,3,4,2
20164801268421,2016,27,20.0,9,1,2,6,0,1,1
20164801269381,2016,25,20.0,20,1,3,6,3,4,1
20164801269581,2016,30,20.0,18,1,3,6,3,1,1
20164801270151,2016,45,20.0,20,2,2,6,3,4,1
20164801271531,2016,47,20.0,18,1,3,6,3,4,1
20164801271631,2016,28,20.0,11,2,3,6,3,1,1
20164801272701,2016,38,20.0,9,2,3,6,6,1,1
20164801272961,2016,35,20.0,21,1,3,6,3,4,1
20164801274651,2016,36,20.0,11,1,3,6,3,1,1
20164801277571,2016,21,20.0,19,1,3,6,6,4,1
20164801329601,2016,29,20.0,12,1,3,6,1,1,1
20164801341861,2016,37,20.0,8,2,3,6,3,1,1
20164801345181,2016,40,20.0,9,1,3,6,3,1,1
20164801345541,2016,27,20.0,11,1,3,6,3,1,2
20164801346721,2016,26,20.0,9,1,3,6,3,1,2
20164801352701,2016,22,20.0,9,1,3,6,3,1,2
20164801354611,2016,30,20.0,9,2,3,6,3,1,1
20164801354691,2016,33,20.0,4,1,3,6,6,4,1
20164801354941,2016,30,20.0,21,1,3,6,3,4,1
20164801364931,2016,30,20.0,6,1,3,6,3,4,1
20164801365231,2016,29,20.0,6,1,3,6,6,4,1
20164801368361,2016,28,20.0,22,1,3,6,6,4,1
20164801369141,2016,23,20.0,10,1,3,6,6,1,1
20164801370601,2016,29,20.0,13,2,3,6,3,1,1
20164801378251,2016,29,20.0,18,2,3,6,3,4,1
20164801413681,2016,17,20.0,23,1,3,6,6,4,1
20164801414651,2016,23,20.0,23,2,3,6,1,4,1
20164801418401,2016,53,20.0,19,1,3,6,3,4,1
20164801423511,2016,25,20.0,22,2,3,6,3,4,1
20164801432791,2016,20,20.0,12,1,3,6,0,1,1
20164801433041,2016,28,20.0,9,2,3,6,3,1,1
20164801433042,2016,28,20.0,9,1,3,6,3,1,1
20164801437361,2016,37,20.0,8,1,3,6,6,1,1
20164801437581,2016,50,20.0,2,1,3,6,3,4,1
20164801483771,2016,58,20.0,23,2,3,6,6,4,1
20164801532411,2016,53,20.0,14,1,3,6,3,1,1
20170100093581,2017,26,30.0,3,1,2,6,3,4,2
20170100095181,2017,39,30.0,9,2,2,6,3,1,4
20170100095361,2017,22,30.0,8,1,3,1,1,1,2
20170100095901,2017,32,30.0,18,1,3,6,6,4,1
20170100095931,2017,59,30.0,17,1,2,3,3,4,1
20170100096941,2017,30,30.0,9,2,3,2,6,1,1
20170100097081,2017,23,30.0,11,1,3,6,0,1,1
20170100097221,2017,29,30.0,11,2,2,6,6,1,2
20170100097752,2017,59,30.0,19,2,2,2,0,4,1
20170100097851,2017,24,20.0,11,1,3,6,0,5,2
20170100097991,2017,17,30.0,22,1,3,6,3,4,2
20170100098431,2017,47,30.0,7,2,3,6,6,4,4
20170100099031,2017,29,30.0,10,2,3,2,3,1,1
20170100099241,2017,21,30.0,12,1,3,6,7,1,2
20170100099681,2017,44,30.0,21,1,3,6,0,4,4
20170100100171,2017,20,20.0,18,1,3,6,6,4,1
20170100101381,2017,52,30.0,13,1,3,6,3,1,2
20170100101861,2017,34,30.0,17,2,3,3,0,4,2
20170100101931,2017,22,30.0,17,1,3,6,1,4,2
20170100102081,2017,47,30.0,20,2,3,6,6,4,2
20170100102161,2017,24,20.0,19,1,3,6,3,4,2
20170100102341,2017,51,30.0,6,1,3,6,3,4,2
20170100102351,2017,53,30.0,13,1,3,6,3,1,1
20170100102431,2017,63,30.0,11,1,2,6,3,1,2
20170100102671,2017,17,20.0,18,1,3,6,3,4,2
20170100103011,2017,42,30.0,7,1,3,2,3,1,2
20170100103071,2017,32,20.0,11,1,3,6,6,1,1
20170100103101,2017,23,20.0,12,2,3,6,3,1,2
20170100103171,2017,36,40.0,14,1,3,1,2,1,2
20170100103181,2017,32,30.0,14,2,3,6,0,4,2
20170100103591,2017,25,20.0,0,1,3,6,0,4,2
20170100103631,2017,45,20.0,0,1,2,3,3,4,2
20170100103771,2017,40,30.0,7,1,3,6,3,4,2
20170100103791,2017,39,30.0,5,1,2,6,3,7,1
20170100104141,2017,22,20.0,8,1,3,6,0,1,1
20170100104721,2017,60,30.0,10,1,3,6,1,1,2
20170100105121,2017,41,30.0,12,1,3,6,3,1,2
20170100105521,2017,24,30.0,17,1,3,6,3,4,2
20170100105621,2017,23,30.0,18,1,3,6,6,4,2
20170100105661,2017,43,30.0,17,2,3,6,2,4,2
20170100105711,2017,43,30.0,20,1,3,6,3,4,2
20170100106041,2017,21,30.0,11,1,3,1,1,1,2
20170100106241,2017,27,30.0,8,2,3,6,9,1,1
20170100106481,2017,33,20.0,13,1,3,6,3,1,2
20170100106671,2017,35,30.0,18,1,3,6,3,7,1
20170100106681,2017,45,20.0,15,2,3,6,3,1,2
20170100107091,2017,23,20.0,7,2,2,6,6,1,2
20170100107141,2017,30,30.0,7,1,3,6,3,1,1
20170100107751,2017,55,30.0,8,1,3,6,3,1,1
20170100108301,2017,60,30.0,16,1,3,2,7,4,1
20170100108351,2017,16,20.0,18,1,3,6,6,4,1
20170100108412,2017,33,20.0,19,2,3,6,3,4,2
20170100108471,2017,28,20.0,18,1,3,6,9,4,2
20170100108511,2017,21,30.0,17,1,3,6,0,4,1
20170100108691,2017,25,30.0,5,2,3,6,3,4,1
20170100108981,2017,48,30.0,17,2,3,6,6,4,1
20170100109101,2017,27,30.0,17,1,3,6,3,4,1
20170100109531,2017,28,30.0,14,1,3,1,1,1,1
20170100109721,2017,59,30.0,9,1,3,6,6,1,1
20170100110021,2017,53,30.0,10,2,3,6,6,1,1
20170100110851,2017,31,20.0,17,1,3,6,3,4,1
20170100110891,2017,27,20.0,17,2,3,6,3,4,1
20170100110951,2017,28,30.0,17,1,3,6,9,4,1
20170100110971,2017,20,30.0,15,1,3,6,3,1,1
20170100110981,2017,26,20.0,19,2,3,6,3,4,1
20170100111081,2017,27,30.0,19,1,3,6,1,4,1
20170100111151,2017,29,20.0,19,1,2,6,3,4,1
20170100111471,2017,38,30.0,23,1,3,1,1,4,1
20170100112131,2017,37,30.0,8,1,3,6,3,1,1
20170100112531,2017,45,30.0,9,1,3,2,3,1,1
20170100112671,2017,28,30.0,20,1,3,9,6,7,9
20170100112801,2017,24,30.0,18,1,3,6,6,6,9
20170100113421,2017,18,20.0,17,1,3,6,3,4,2
20170100113551,2017,24,30.0,17,1,3,6,3,4,3
20170100114821,2017,25,30.0,9,2,3,6,6,1,2
20170100114881,2017,16,20.0,9,1,3,6,0,1,2
20170100115261,2017,52,20.0,16,1,3,6,0,4,2
20170100115361,2017,35,30.0,17,1,3,1,2,4,1
20170100115401,2017,54,30.0,14,2,3,6,3,1,1
20170100115471,2017,48,20.0,13,1,3,7,3,1,1
20170100117141,2017,29,30.0,8,1,2,6,0,1,2
20170100117521,2017,33,30.0,14,2,3,6,6,1,1
20170100117561,2017,52,30.0,11,1,3,3,0,1,2
20170100117841,2017,38,30.0,20,1,3,6,3,4,1
20170100118201,2017,26,20.0,23,1,3,6,6,4,2
20170100118331,2017,28,20.0,10,2,3,6,6,1,2
20170100118421,2017,21,30.0,14,1,3,6,6,1,2
20170100118581,2017,16,20.0,20,1,3,3,3,4,2
20170100119191,2017,33,20.0,8,2,3,6,3,5,2
20170100119521,2017,36,30.0,7,1,3,6,2,1,1
20170100119531,2017,31,20.0,8,2,3,6,3,1,2
20170100119751,2017,18,20.0,8,1,3,6,3,7,2
20170100120611,2017,24,30.0,15,2,3,6,1,1,2
20170100120681,2017,22,30.0,19,2,3,3,3,4,1
20170100120831,2017,51,20.0,0,1,3,3,6,4,1
20170100121011,2017,46,30.0,9,2,2,6,3,1,2
20170100121051,2017,43,20.0,5,1,3,3,3,4,1
20170100121151,2017,31,20.0,17,1,3,6,3,4,2
20170100121531,2017,32,20.0,17,1,3,6,6,1,9
20170100121571,2017,29,20.0,17,2,3,6,3,7,9
20170100121991,2017,25,30.0,17,1,3,9,6,7,9
20170100122231,2017,37,20.0,17,1,3,6,0,4,1
20170100122621,2017,30,30.0,19,1,3,9,99,4,9
20170100122811,2017,47,20.0,11,1,3,2,9,1,1
20170100123001,2017,30,20.0,8,2,3,6,3,1,1
20170100123191,2017,45,30.0,15,1,3,6,3,1,1
20170100123381,2017,29,30.0,18,1,3,2,3,4,1
20170100123521,2017,33,30.0,18,1,3,6,7,4,1
20170100123881,2017,42,20.0,6,1,3,6,0,4,2
20170100123941,2017,27,30.0,11,1,3,2,7,1,1
20170100123981,2017,34,30.0,17,1,3,6,99,1,9
20170100124521,2017,32,30.0,9,2,2,6,6,1,1
20170100124581,2017,35,30.0,9,1,3,6,3,1,4
20170100125371,2017,58,30.0,7,2,3,6,6,1,4
20170100125471,2017,49,30.0,11,1,2,6,3,1,1
20170100125801,2017,29,30.0,16,2,3,6,6,4,2
20170100126001,2017,41,30.0,17,2,2,2,3,4,1
20170100126011,2017,38,30.0,17,2,3,6,0,4,1
20170100126071,2017,28,30.0,17,1,3,6,3,4,1
20170100126081,2017,16,30.0,18,1,3,6,0,5,1
20170100126141,2017,41,20.0,19,1,3,6,6,4,1
20170100126211,2017,53,30.0,17,1,3,6,3,4,1
20170100126401,2017,-1,30.0,19,1,3,6,3,4,1
20170100126641,2017,34,30.0,14,2,3,6,6,1,2
20170100126891,2017,37,20.0,8,2,3,6,0,1,1
20170100127711,2017,29,20.0,18,1,2,6,6,4,2
20170100128141,2017,49,30.0,12,1,3,2,3,1,1
20170100128521,2017,43,30.0,18,1,3,6,3,4,1
20170100128591,2017,70,30.0,19,1,3,6,2,4,1
20170100128621,2017,46,20.0,17,2,3,6,3,4,1
20170100128661,2017,32,20.0,21,2,3,6,3,4,1
20170100128681,2017,24,30.0,22,2,3,3,3,4,1
20170100128981,2017,61,30.0,7,2,3,7,7,1,1
20170100129141,2017,29,30.0,9,1,3,6,3,1,9
20170100129421,2017,29,30.0,7,2,3,6,0,1,4
20170100129471,2017,37,30.0,13,1,3,6,3,1,9
20170100129501,2017,34,30.0,11,1,3,6,3,1,9
20170100130021,2017,36,30.0,11,2,3,6,3,1,1
20170100130132,2017,24,30.0,6,1,3,3,6,4,4
20170100130301,2017,49,20.0,12,1,3,6,0,1,9
20170100130331,2017,-1,30.0,10,1,2,6,6,6,1
20170100130351,2017,43,30.0,7,1,3,1,1,1,1
20170100130401,2017,46,30.0,15,1,3,6,3,1,2
20170100130511,2017,35,20.0,19,1,3,9,99,4,9
20170100130651,2017,56,30.0,17,1,3,1,1,4,2
20170100130771,2017,85,30.0,15,1,3,6,7,1,1
20170100130892,2017,35,30.0,6,2,2,6,3,4,1
20170100130931,2017,39,20.0,22,2,2,2,3,4,1
20170100131791,2017,34,20.0,7,2,3,1,1,4,4
20170100132901,2017,29,30.0,6,1,3,2,3,4,1
20170100133111,2017,54,30.0,14,2,3,6,3,1,1
20170100133121,2017,34,30.0,8,1,3,6,3,1,4
20170100133761,2017,34,20.0,9,1,3,6,3,1,2
20170100133851,2017,40,30.0,11,1,3,6,3,1,1
20170100133881,2017,17,30.0,20,1,3,1,2,4,9
20170100134151,2017,40,20.0,22,1,3,6,3,4,1
20170100134541,2017,45,30.0,23,1,3,2,3,4,4
20170100135431,2017,28,30.0,13,1,3,6,0,1,1
20170100135612,2017,19,20.0,20,1,3,6,9,4,4
20170100135991,2017,27,30.0,15,1,3,3,3,1,2
20170100136001,2017,27,30.0,18,1,2,6,3,4,4
20170100136081,2017,33,30.0,22,1,3,6,3,4,1
20170100136241,2017,24,30.0,17,2,3,6,3,4,1
20170100136721,2017,32,30.0,22,2,3,6,3,4,2
20170100136861,2017,33,30.0,10,2,3,6,3,1,1
20170100137031,2017,27,30.0,17,1,3,6,6,4,2
20170100137071,2017,38,30.0,7,1,3,1,1,4,4
20170100137211,2017,17,30.0,16,1,3,6,0,1,2
20170100137281,2017,47,30.0,8,2,3,6,6,1,2
20170100137291,2017,41,30.0,19,1,3,6,6,1,2
20170100137341,2017,28,30.0,8,2,3,6,1,1,1
20170100138261,2017,45,30.0,11,1,3,2,3,1,9
20170100138492,2017,47,20.0,8,1,3,1,1,1,2
20170100138741,2017,72,30.0,9,1,3,6,3,1,1
20170100138941,2017,41,30.0,17,1,3,6,3,4,9
20170100138981,2017,24,30.0,9,2,3,1,2,1,1
20170100138991,2017,46,30.0,14,1,3,6,6,1,9
20170100139001,2017,47,20.0,8,1,3,6,99,1,1
20170100139261,2017,29,30.0,6,1,3,1,1,4,2
20170100139441,2017,24,20.0,19,2,3,9,6,4,9
20170100140421,2017,18,30.0,8,1,3,6,3,1,9
20170100140451,2017,34,20.0,8,1,3,3,3,1,9
20170100140491,2017,14,30.0,15,1,3,6,0,1,1
20170100140761,2017,77,30.0,17,1,3,6,3,4,2
20170100140831,2017,36,30.0,18,2,3,3,3,1,1
20170100140851,2017,26,30.0,17,2,3,6,3,4,1
20170100140911,2017,19,30.0,18,1,3,6,3,4,1
20170100141021,2017,40,30.0,7,1,2,6,3,1,2
20170100141022,2017,36,30.0,7,1,3,6,3,1,2
20170100141071,2017,57,30.0,8,1,3,6,9,5,2
20170100141131,2017,35,20.0,19,2,3,6,6,4,1
20170100141291,2017,31,30.0,8,1,3,6,3,7,9
20170100141511,2017,51,30.0,9,1,3,6,3,1,1
20170100141731,2017,50,30.0,11,1,2,6,3,1,2
20170100141741,2017,35,40.0,14,1,3,3,6,1,1
20170100141991,2017,45,30.0,8,2,3,6,6,1,2
20170100142521,2017,28,30.0,20,2,3,6,6,4,2
20170100142541,2017,34,30.0,8,1,3,1,1,1,9
20170100142571,2017,28,30.0,19,2,3,6,8,4,1
20170100142661,2017,43,50.0,7,1,3,3,0,1,2
20170100143101,2017,50,30.0,18,1,3,6,3,7,1
20170100143191,2017,27,30.0,11,2,3,6,3,1,1
20170100143241,2017,31,20.0,14,2,3,6,6,1,1
20170100143401,2017,26,30.0,18,2,3,6,8,4,2
20170100143431,2017,34,30.0,8,1,2,6,3,1,2
20170100143451,2017,46,30.0,17,1,3,6,3,4,2
20170100143551,2017,46,20.0,12,1,2,6,3,1,2
20170100143611,2017,32,20.0,18,1,3,6,3,4,1
20170100143891,2017,33,30.0,8,1,3,6,6,1,2
20170100144451,2017,38,30.0,17,1,3,6,3,4,2
20170100144791,2017,34,30.0,10,1,3,3,0,1,1
20170100145231,2017,41,30.0,18,1,3,6,0,4,1
20170100145301,2017,16,30.0,19,1,3,6,0,4,4
20170100145391,2017,50,50.0,20,1,2,1,1,4,2
20170100145481,2017,49,20.0,19,1,2,2,9,4,1
20170100145621,2017,28,30.0,10,1,3,6,9,1,1
20170100145631,2017,30,30.0,8,2,3,9,2,1,1
20170100145761,2017,30,30.0,7,1,3,6,6,1,2
20170100145861,2017,27,30.0,16,1,2,2,0,4,1
20170100145941,2017,41,30.0,18,1,3,6,99,4,1
20170100145981,2017,60,20.0,18,1,3,2,3,4,2
20170100146251,2017,38,40.0,8,2,3,3,3,1,1
20170100146291,2017,35,30.0,8,2,3,6,99,1,1
20170100146301,2017,57,20.0,12,1,3,6,0,1,1
20170100146361,2017,16,30.0,11,1,3,6,3,1,1
20170100146471,2017,36,30.0,7,1,3,2,3,4,1
20170100146561,2017,57,30.0,9,2,3,6,3,1,1
20170100148591,2017,37,30.0,13,1,3,1,1,1,1
20170100148791,2017,24,30.0,21,2,3,6,6,4,1
20170100149141,2017,38,20.0,14,1,3,2,6,1,2
20170100149351,2017,35,30.0,19,1,2,6,3,4,2
20170100149871,2017,47,30.0,20,1,2,6,6,4,1
20170100150551,2017,36,30.0,9,2,3,6,6,1,9
20170100150681,2017,25,20.0,18,1,3,6,9,4,1
20170100150801,2017,38,20.0,11,2,3,6,3,1,1
20170100150901,2017,39,30.0,8,1,3,9,99,1,9
20170100150921,2017,42,30.0,8,2,3,6,6,1,1
20170100150931,2017,35,30.0,17,1,3,6,3,4,1
20170100151011,2017,44,30.0,7,2,3,6,6,1,1
20170100151021,2017,45,30.0,7,1,3,1,1,4,1
20170100151531,2017,38,40.0,7,1,3,3,6,1,1
20170100151561,2017,31,30.0,13,1,3,6,3,1,1
20170100151871,2017,18,30.0,7,1,3,6,3,1,1
20170100152131,2017,76,30.0,13,1,2,2,7,1,1
20170100152291,2017,52,20.0,18,1,3,2,3,4,1
20170100152301,2017,46,30.0,16,1,3,6,6,4,1
20170100152321,2017,47,30.0,18,1,3,6,3,4,1
20170100152771,2017,46,30.0,12,1,3,9,99,1,9
20170100153141,2017,26,30.0,19,1,3,6,8,4,9
20170100153651,2017,40,30.0,23,1,3,6,3,4,1
20170100153941,2017,29,30.0,7,1,3,6,7,1,1
20170100154121,2017,28,30.0,17,1,3,6,3,4,1
20170100154261,2017,23,30.0,17,2,3,6,3,4,2
20170100154291,2017,27,30.0,17,1,3,3,3,4,1
20170100154311,2017,26,20.0,18,1,3,6,6,4,2
20170100154432,2017,31,30.0,18,1,3,6,3,4,2
20170100154481,2017,32,20.0,18,2,3,6,0,4,2
20170100154491,2017,31,30.0,19,1,3,3,6,4,2
20170100154651,2017,31,30.0,23,1,2,6,6,4,2
20170100155161,2017,27,30.0,8,2,3,6,6,7,9
20170100155171,2017,28,30.0,8,1,3,6,6,4,1
20170100155401,2017,36,30.0,17,1,3,6,0,4,1
20170100155541,2017,35,30.0,18,1,3,6,0,4,2
20170100155881,2017,43,30.0,8,2,2,6,3,1,2
20170100155901,2017,33,30.0,8,1,3,3,3,1,2
20170100156071,2017,21,30.0,13,1,3,6,3,1,1
20170100156491,2017,23,30.0,14,1,3,2,1,1,2
20170100157271,2017,39,20.0,8,1,3,6,3,1,1
20170100157401,2017,39,30.0,10,1,3,6,99,1,9
20170100157402,2017,40,30.0,10,1,3,6,99,1,9
20170100158561,2017,27,20.0,15,1,3,6,3,1,2
20170100158591,2017,54,30.0,15,1,3,6,3,1,2
20170100158761,2017,35,30.0,18,1,3,6,6,4,2
20170100158771,2017,33,30.0,18,1,3,3,0,4,2
20170100159581,2017,33,30.0,21,1,2,9,6,4,9
20170100159671,2017,48,30.0,7,1,3,3,3,1,1
20170100159861,2017,33,30.0,9,1,3,6,3,1,1
20170100159901,2017,52,30.0,12,1,2,6,3,1,1
20170100160201,2017,40,30.0,7,2,3,6,3,1,1
20170100160441,2017,44,30.0,17,1,3,6,0,4,2
20170100160551,2017,16,30.0,19,1,3,3,0,4,2
20170100160591,2017,38,40.0,16,2,3,1,1,4,2
20170100160651,2017,48,20.0,16,1,3,6,9,1,2
20170100160681,2017,19,30.0,19,1,3,6,0,4,2
20170100160911,2017,27,30.0,23,2,3,6,3,4,2
20170100162291,2017,49,30.0,11,1,3,3,3,1,2
20170100162381,2017,38,20.0,11,1,2,3,3,1,2
20170100162391,2017,33,30.0,13,2,3,6,9,1,1
20170100162431,2017,21,30.0,15,1,3,6,1,1,1
20170100163231,2017,29,30.0,18,1,2,3,3,4,1
20170100163482,2017,14,30.0,22,2,3,6,9,4,2
20170100163871,2017,30,30.0,1,2,1,6,3,4,2
20170100163951,2017,34,20.0,7,2,3,6,3,4,2
20170100164131,2017,44,30.0,8,1,3,6,8,1,1
20170100164321,2017,29,20.0,16,1,3,6,3,4,1
